,Unnamed: 0,Open,High,Low,Close,Volume,Open.Interest
3391,2003-01-01,,,,4.812,15623.0,55962.0
3392,2003-01-02,,,,,,
3393,2003-01-03,,,,4.823,18160.0,56814.0
3394,2003-01-06,,,,4.9030000000000005,22347.0,59421.0
3395,2003-01-07,,,,4.91,12652.0,64255.0
3396,2003-01-08,,,,4.815,16519.0,64613.0
3397,2003-01-09,,,,4.867,16743.0,64692.0
3398,2003-01-10,,,,4.855,10978.0,65040.0
3399,2003-01-13,,,,4.873,344.0,65868.0
3400,2003-01-14,,,,4.84,6587.0,66554.0
3401,2003-01-15,,,,4.765,15165.0,67070.0
3402,2003-01-16,,,,4.78,9205.0,66407.0
3403,2003-01-17,,,,4.835,8382.0,66291.0
3404,2003-01-20,,,,4.81,5936.0,66458.0
3405,2003-01-21,,,,,,
3406,2003-01-22,,,,4.82,8586.0,66458.0
3407,2003-01-23,,,,4.848,11127.0,67222.0
3408,2003-01-24,,,,4.785,21005.0,67095.0
3409,2003-01-27,,,,4.885,20478.0,66863.0
3410,2003-01-28,,,,4.835,15646.0,69247.0
3411,2003-01-29,,,,4.875,8059.0,67217.0
3412,2003-01-30,,,,4.805,10690.0,67099.0
3413,2003-01-31,,,,4.87,17437.0,67437.0
3414,2003-02-03,,,,4.86,9605.0,67897.0
3415,2003-02-04,,,,4.835,8623.0,66149.0
3416,2003-02-05,,,,4.918,15464.0,65762.0
3417,2003-02-06,,,,4.768,25126.0,65253.0
3418,2003-02-07,,,,4.68,25980.0,64295.0
3419,2003-02-10,,,,4.65,15493.0,61207.0
3420,2003-02-11,,,,4.6,15425.0,58946.0
3421,2003-02-12,,,,4.57,18453.0,55509.0
3422,2003-02-13,,,,4.507,16368.0,50796.0
3423,2003-02-14,,,,4.533,17867.0,48397.0
3424,2003-02-17,,,,4.535,9650.0,43840.0
3425,2003-02-18,,,,,,
3426,2003-02-19,,,,4.566,1758.0,24798.0
3427,2003-02-20,,,,4.635,4897.0,24818.0
3428,2003-02-21,,,,4.672,7940.0,26069.0
3429,2003-02-24,,,,4.677,3748.0,28864.0
3430,2003-02-25,,,,4.728,9461.0,30949.0
3431,2003-02-26,,,,4.656000000000001,14883.0,35031.0
3432,2003-02-27,,,,4.669,12014.0,43070.0
3433,2003-02-28,,,,4.575,17577.0,48052.0
3434,2003-03-03,,,,4.6,14381.0,51479.0
3435,2003-03-04,,,,4.672,9354.0,52793.0
3436,2003-03-05,,,,4.672,8152.0,52048.0
3437,2003-03-06,,,,4.637,9670.0,50994.0
3438,2003-03-07,,,,4.673,9990.0,51204.0
3439,2003-03-10,,,,4.688,11405.0,51758.0
3440,2003-03-11,,,,4.68,4924.0,52174.0
3441,2003-03-12,,,,4.69,5785.0,51509.0
3442,2003-03-13,,,,4.635,7390.0,51559.0
3443,2003-03-14,,,,4.54,15526.0,51240.0
3444,2003-03-17,,,,4.538,6059.0,51710.0
3445,2003-03-18,,,,4.45,15961.0,52306.0
3446,2003-03-19,,,,4.463,10535.0,52382.0
3447,2003-03-20,,,,4.42,12840.0,52818.0
3448,2003-03-21,,,,4.415,9808.0,51757.0
3449,2003-03-24,,,,4.353,13826.0,52205.0
3450,2003-03-25,,,,4.368,7287.0,54535.0
3451,2003-03-26,,,,4.393,13735.0,55760.0
3452,2003-03-27,,,,4.398,5867.0,56675.0
3453,2003-03-28,,,,4.393,11056.0,56808.0
3454,2003-03-31,,,,4.433,10298.0,56933.0
3455,2003-04-01,,,,4.465,5310.0,57232.0
3456,2003-04-02,,,,4.437,6466.0,57005.0
3457,2003-04-03,,,,4.402,8617.0,57312.0
3458,2003-04-04,,,,4.413,7467.0,58122.0
3459,2003-04-07,,,,4.415,3397.0,57208.0
3460,2003-04-08,,,,4.423,4847.0,57354.0
3461,2003-04-09,,,,4.478,13847.0,57252.0
3462,2003-04-10,,,,4.4830000000000005,8081.0,57037.0
3463,2003-04-11,,,,4.49,5828.0,56597.0
3464,2003-04-14,,,,4.493,4954.0,55977.0
3465,2003-04-15,,,,4.538,9933.0,55253.0
3466,2003-04-16,,,,4.537,801.0,16986.0
3467,2003-04-17,,,,4.499,2815.0,17111.0
3468,2003-04-18,,,,4.484,1951.0,17913.0
3469,2003-04-21,,,,,,
3470,2003-04-22,,,,4.5489999999999995,4763.0,19063.0
3471,2003-04-23,,,,4.611000000000001,5009.0,21858.0
3472,2003-04-24,,,,4.638999999999999,10342.0,24480.0
3473,2003-04-25,,,,4.659,8075.0,29606.0
3474,2003-04-28,,,,4.646,15513.0,34056.0
3475,2003-04-29,,,,4.595,18330.0,42235.0
3476,2003-04-30,,,,4.565,14595.0,51859.0
3477,2003-05-01,,,,4.652,9861.0,56133.0
3478,2003-05-02,,,,4.775,23394.0,55854.0
3479,2003-05-05,,,,4.797,18260.0,55171.0
3480,2003-05-06,,,,4.815,7956.0,58187.0
3481,2003-05-07,,,,4.8,11356.0,61075.0
3482,2003-05-08,,,,4.742,10136.0,63157.0
3483,2003-05-09,,,,4.802,9163.0,63551.0
3484,2003-05-12,,,,4.8,5230.0,64131.0
3485,2003-05-13,,,,4.872,15175.0,64166.0
3486,2003-05-14,,,,4.825,5958.0,67816.0
3487,2003-05-15,,,,4.872,10412.0,68037.0
3488,2003-05-16,,,,4.78,13216.0,68681.0
3489,2003-05-19,,,,4.79,7298.0,67732.0
3490,2003-05-20,,,,4.82,7861.0,68023.0
3491,2003-05-21,,,,4.772,12083.0,68306.0
3492,2003-05-22,,,,4.725,11226.0,66522.0
3493,2003-05-23,,,,4.662,12721.0,64705.0
3494,2003-05-26,,,,4.647,7780.0,62549.0
3495,2003-05-27,,,,,,
3496,2003-05-28,,,,4.625,10553.0,62435.0
3497,2003-05-29,,,,4.64,10360.0,60079.0
3498,2003-05-30,,,,4.575,15046.0,59456.0
3499,2003-06-02,,,,4.533,12697.0,55357.0
3500,2003-06-03,,,,4.508,10770.0,54781.0
3501,2003-06-04,,,,4.51,9189.0,53292.0
3502,2003-06-05,,,,4.5,8803.0,50202.0
3503,2003-06-06,,,,4.5,11894.0,48805.0
3504,2003-06-09,,,,4.545,14379.0,49943.0
3505,2003-06-10,,,,4.518,7052.0,48619.0
3506,2003-06-11,,,,4.47,11157.0,50185.0
3507,2003-06-12,,,,4.5,16717.0,49313.0
3508,2003-06-13,,,,4.505,13410.0,49353.0
3509,2003-06-16,,,,4.575,16291.0,47140.0
3510,2003-06-17,,,,4.627,1028.0,16005.0
3511,2003-06-18,,,,4.625,3166.0,16561.0
3512,2003-06-19,,,,4.573,4480.0,17587.0
3513,2003-06-20,,,,4.584,3892.0,20202.0
3514,2003-06-23,,,,4.543,1820.0,22465.0
3515,2003-06-24,,,,4.573,5911.0,23235.0
3516,2003-06-25,,,,4.529,8107.0,26580.0
3517,2003-06-26,,,,4.5760000000000005,10459.0,30919.0
3518,2003-06-27,,,,4.533,11899.0,36398.0
3519,2003-06-30,,,,4.518,11415.0,41126.0
3520,2003-07-01,,,,4.5680000000000005,6065.0,46386.0
3521,2003-07-02,,,,4.585,7434.0,47487.0
3522,2003-07-03,,,,4.645,16082.0,48148.0
3523,2003-07-04,,,,4.6930000000000005,9988.0,47570.0
3524,2003-07-07,,,,,,
3525,2003-07-08,,,,4.738,12505.0,47333.0
3526,2003-07-09,,,,4.745,15832.0,47071.0
3527,2003-07-10,,,,4.825,16358.0,50035.0
3528,2003-07-11,,,,4.815,22664.0,53169.0
3529,2003-07-14,,,,4.805,9524.0,58041.0
3530,2003-07-15,,,,4.797,6949.0,59906.0
3531,2003-07-16,,,,4.658,17995.0,59195.0
3532,2003-07-17,,,,4.663,7605.0,57624.0
3533,2003-07-18,,,,4.678,5779.0,56178.0
3534,2003-07-21,,,,4.73,9155.0,56672.0
3535,2003-07-22,,,,4.75,9958.0,55075.0
3536,2003-07-23,,,,4.79,8901.0,55016.0
3537,2003-07-24,,,,5.07,42395.0,56226.0
3538,2003-07-25,,,,5.11,39793.0,61888.0
3539,2003-07-28,,,,5.075,17562.0,67395.0
3540,2003-07-29,,,,5.195,22117.0,68542.0
3541,2003-07-30,,,,5.165,17662.0,70554.0
3542,2003-07-31,,,,5.06,16340.0,72579.0
3543,2003-08-01,,,,5.12,27220.0,70938.0
3544,2003-08-04,,,,5.0969999999999995,13931.0,68353.0
3545,2003-08-05,,,,5.02,14972.0,68065.0
3546,2003-08-06,,,,4.94,15100.0,65586.0
3547,2003-08-07,,,,4.97,7333.0,64555.0
3548,2003-08-08,,,,5.038,16027.0,64115.0
3549,2003-08-11,,,,4.992,13099.0,63646.0
3550,2003-08-12,,,,5.0,11155.0,64192.0
3551,2003-08-13,,,,4.862,28942.0,63262.0
3552,2003-08-14,,,,5.03,18366.0,59178.0
3553,2003-08-15,,,,5.035,122.0,58599.0
3554,2003-08-18,,,,4.945,1547.0,41000.0
3555,2003-08-19,,,,4.945,1617.0,41604.0
3556,2003-08-20,,,,5.013999999999999,6234.0,42482.0
3557,2003-08-21,,,,5.042,9654.0,46328.0
3558,2003-08-22,,,,4.966,6997.0,52429.0
3559,2003-08-25,,,,5.019,8064.0,55415.0
3560,2003-08-26,,,,5.015,16068.0,59112.0
3561,2003-08-27,,,,5.026,19421.0,65804.0
3562,2003-08-28,,,,5.156000000000001,28236.0,74861.0
3563,2003-08-29,,,,5.15,13839.0,86725.0
3564,2003-09-01,,,,5.132000000000001,11109.0,90669.0
3565,2003-09-02,,,,,,
3566,2003-09-03,,,,5.01,23406.0,93062.0
3567,2003-09-04,,,,5.08,10813.0,90905.0
3568,2003-09-05,,,,5.035,4586.0,90208.0
3569,2003-09-08,,,,5.15,16281.0,89680.0
3570,2003-09-09,,,,5.107,6518.0,92712.0
3571,2003-09-10,,,,5.265,23555.0,92496.0
3572,2003-09-11,,,,5.265,11319.0,97003.0
3573,2003-09-12,,,,5.345,16569.0,98034.0
3574,2003-09-15,,,,5.2170000000000005,22047.0,99366.0
3575,2003-09-16,,,,5.21,13303.0,98262.0
3576,2003-09-17,,,,5.23,10392.0,98120.0
3577,2003-09-18,,,,5.292000000000001,12613.0,98849.0
3578,2003-09-19,,,,5.265,21143.0,99546.0
3579,2003-09-22,,,,5.292000000000001,10740.0,98327.0
3580,2003-09-23,,,,5.275,10438.0,98614.0
3581,2003-09-24,,,,5.245,14032.0,97992.0
3582,2003-09-25,,,,5.31,12870.0,95893.0
3583,2003-09-26,,,,5.222,25926.0,94318.0
3584,2003-09-29,,,,5.145,20644.0,91050.0
3585,2003-09-30,,,,5.075,20393.0,88685.0
3586,2003-10-01,,,,5.142,15554.0,84661.0
3587,2003-10-02,,,,5.105,16430.0,85130.0
3588,2003-10-03,,,,5.1,7957.0,83129.0
3589,2003-10-06,,,,4.835,49137.0,82207.0
3590,2003-10-07,,,,4.815,32947.0,79574.0
3591,2003-10-08,,,,4.88,12484.0,72487.0
3592,2003-10-09,,,,4.87,8927.0,68076.0
3593,2003-10-10,,,,4.842,18277.0,66005.0
3594,2003-10-13,,,,4.91,12176.0,65183.0
3595,2003-10-14,,,,4.98,13658.0,64756.0
3596,2003-10-15,,,,4.9319999999999995,11567.0,64952.0
3597,2003-10-16,,,,4.947,11299.0,65184.0
3598,2003-10-17,,,,4.922,5503.0,66086.0
3599,2003-10-20,,,,4.94,8703.0,66368.0
3600,2003-10-21,,,,5.005,12164.0,67064.0
3601,2003-10-22,,,,5.0680000000000005,17593.0,68520.0
3602,2003-10-23,,,,5.135,18494.0,66969.0
3603,2003-10-24,,,,5.172000000000001,15629.0,65133.0
3604,2003-10-27,,,,5.165,15551.0,65350.0
3605,2003-10-28,,,,5.192,7805.0,66039.0
3606,2003-10-29,,,,5.0969999999999995,10387.0,66419.0
3607,2003-10-30,,,,5.142,16326.0,66774.0
3608,2003-10-31,,,,5.135,11670.0,67186.0
3609,2003-11-03,,,,5.065,24294.0,67788.0
3610,2003-11-04,,,,4.927,20092.0,64139.0
3611,2003-11-05,,,,5.03,12719.0,62649.0
3612,2003-11-06,,,,4.985,10712.0,61287.0
3613,2003-11-07,,,,4.957,9327.0,59792.0
3614,2003-11-10,,,,5.058,15555.0,59575.0
3615,2003-11-11,,,,5.09,6831.0,60169.0
3616,2003-11-12,,,,5.067,7053.0,59672.0
3617,2003-11-13,,,,5.335,38529.0,59373.0
3618,2003-11-14,,,,5.295,17952.0,69092.0
3619,2003-11-17,,,,5.415,19427.0,71163.0
3620,2003-11-18,,,,5.247000000000001,7318.0,25731.0
3621,2003-11-19,,,,5.388,6483.0,28651.0
3622,2003-11-20,,,,5.292000000000001,7745.0,32719.0
3623,2003-11-21,,,,5.284,8854.0,36909.0
3624,2003-11-24,,,,5.318,14252.0,41042.0
3625,2003-11-25,,,,5.27,23000.0,49450.0
3626,2003-11-26,,,,5.325,29318.0,61532.0
3627,2003-11-27,,,,5.382000000000001,14027.0,77652.0
3628,2003-11-28,,,,,,
3629,2003-12-01,,,,,,
3630,2003-12-02,,,,5.47,23270.0,81482.0
3631,2003-12-03,,,,5.52,11207.0,84531.0
3632,2003-12-04,,,,5.492000000000001,8565.0,83648.0
3633,2003-12-05,,,,5.472,15411.0,83003.0
3634,2003-12-08,,,,5.492000000000001,10320.0,81862.0
3635,2003-12-09,,,,5.56,12403.0,82434.0
3636,2003-12-10,,,,5.655,14827.0,83360.0
3637,2003-12-11,,,,5.62,16256.0,83708.0
3638,2003-12-12,,,,5.597,12629.0,83229.0
3639,2003-12-15,,,,5.64,2180.0,83549.0
3640,2003-12-16,,,,5.657,12035.0,82954.0
3641,2003-12-17,,,,5.645,10179.0,83835.0
3642,2003-12-18,,,,5.707999999999999,9774.0,84425.0
3643,2003-12-19,,,,5.728,14299.0,84809.0
3644,2003-12-22,,,,5.7379999999999995,8712.0,83511.0
3645,2003-12-23,,,,5.725,8203.0,83405.0
3646,2003-12-24,,,,5.747999999999999,7107.0,82435.0
3647,2003-12-25,,,,5.792999999999999,7904.0,82377.0
3648,2003-12-26,,,,,,
3649,2003-12-29,,,,,,
3650,2003-12-30,,,,5.93,11326.0,81944.0
3651,2003-12-31,,,,5.992999999999999,10670.0,82630.0
3652,2004-01-01,,,,5.965,12966.0,129.0
3653,2004-01-02,,,,,,
3654,2004-01-05,,,,,,
3655,2004-01-06,,,,6.245,22676.0,81926.0
3656,2004-01-07,,,,6.327999999999999,25644.0,84750.0
3657,2004-01-08,,,,6.263,16500.0,86322.0
3658,2004-01-09,,,,6.273,16837.0,86140.0
3659,2004-01-12,,,,6.497000000000001,21152.0,89130.0
3660,2004-01-13,,,,6.617000000000001,21614.0,89182.0
3661,2004-01-14,,,,6.597,17239.0,88249.0
3662,2004-01-15,,,,6.43,26375.0,85922.0
3663,2004-01-16,,,,6.212999999999999,24442.0,85603.0
3664,2004-01-19,,,,6.33,14735.0,85994.0
3665,2004-01-20,,,,,,
3666,2004-01-21,,,,6.3229999999999995,18088.0,87042.0
3667,2004-01-22,,,,6.207999999999999,28067.0,83804.0
3668,2004-01-23,,,,6.35,18137.0,83630.0
3669,2004-01-26,,,,6.36,11768.0,85528.0
3670,2004-01-27,,,,6.312,8794.0,86048.0
3671,2004-01-28,,,,6.555,19974.0,86762.0
3672,2004-01-29,,,,6.63,14414.0,88952.0
3673,2004-01-30,,,,6.23,32473.0,88547.0
3674,2004-02-02,,,,6.25,15158.0,85617.0
3675,2004-02-03,,,,6.042999999999999,27181.0,81891.0
3676,2004-02-04,,,,6.122999999999999,13407.0,79800.0
3677,2004-02-05,,,,6.148,9304.0,78208.0
3678,2004-02-06,,,,6.122999999999999,11164.0,77699.0
3679,2004-02-09,,,,6.278,19341.0,76912.0
3680,2004-02-10,,,,6.428,11458.0,77864.0
3681,2004-02-11,,,,6.388,15121.0,77090.0
3682,2004-02-12,,,,6.558,22931.0,76678.0
3683,2004-02-13,,,,6.62,23394.0,74617.0
3684,2004-02-16,,,,6.582000000000001,703.0,74508.0
3685,2004-02-17,,,,,,
3686,2004-02-18,,,,6.797999999999999,5501.0,20561.0
3687,2004-02-19,,,,6.718,266.0,22929.0
3688,2004-02-20,,,,6.6770000000000005,12272.0,24833.0
3689,2004-02-23,,,,6.5520000000000005,9707.0,31547.0
3690,2004-02-24,,,,6.5089999999999995,12668.0,36309.0
3691,2004-02-25,,,,6.641,19865.0,42822.0
3692,2004-02-26,,,,6.553999999999999,26368.0,56071.0
3693,2004-02-27,,,,6.73,37233.0,67590.0
3694,2004-03-01,,,,6.715,18934.0,75034.0
3695,2004-03-02,,,,6.945,21956.0,77392.0
3696,2004-03-03,,,,6.725,20731.0,81289.0
3697,2004-03-04,,,,6.752000000000001,23126.0,80710.0
3698,2004-03-05,,,,6.768,11608.0,81265.0
3699,2004-03-08,,,,6.99,17963.0,80263.0
3700,2004-03-09,,,,6.99,11532.0,82448.0
3701,2004-03-10,,,,7.18,18666.0,82454.0
3702,2004-03-11,,,,7.185,22360.0,85127.0
3703,2004-03-12,,,,7.193,16115.0,85954.0
3704,2004-03-15,,,,7.063,25067.0,85938.0
3705,2004-03-16,,,,7.14,9470.0,85661.0
3706,2004-03-17,,,,7.167000000000001,10704.0,85095.0
3707,2004-03-18,,,,7.26,14588.0,84504.0
3708,2004-03-19,,,,7.465,22562.0,85444.0
3709,2004-03-22,,,,7.563,21405.0,86110.0
3710,2004-03-23,,,,7.627999999999999,11938.0,93622.0
3711,2004-03-24,,,,7.707999999999999,11747.0,86548.0
3712,2004-03-25,,,,7.65,19760.0,85845.0
3713,2004-03-26,,,,7.602,16139.0,83974.0
3714,2004-03-29,,,,7.7170000000000005,15496.0,83562.0
3715,2004-03-30,,,,7.625,8507.0,83639.0
3716,2004-03-31,,,,7.775,12671.0,81596.0
3717,2004-04-01,,,,7.945,19860.0,82317.0
3718,2004-04-02,,,,8.148,24539.0,82302.0
3719,2004-04-05,,,,8.155,29213.0,80558.0
3720,2004-04-06,,,,8.117,17918.0,79750.0
3721,2004-04-07,,,,8.22,14584.0,80647.0
3722,2004-04-08,,,,8.19,16457.0,79303.0
3723,2004-04-09,,,,8.09,15393.0,78859.0
3724,2004-04-12,,,,,,
3725,2004-04-13,,,,8.03,18303.0,78209.0
3726,2004-04-14,,,,7.45,40784.0,77271.0
3727,2004-04-15,,,,7.005,44277.0,72768.0
3728,2004-04-16,,,,7.096,4201.0,17572.0
3729,2004-04-19,,,,7.162999999999999,3492.0,17972.0
3730,2004-04-20,,,,7.228,3232.0,18684.0
3731,2004-04-21,,,,6.962999999999999,7378.0,19572.0
3732,2004-04-22,,,,6.188,10959.0,21652.0
3733,2004-04-23,,,,6.045,13545.0,25419.0
3734,2004-04-26,,,,6.181,9210.0,28841.0
3735,2004-04-27,,,,6.192,11137.0,32603.0
3736,2004-04-28,,,,6.254,17286.0,39753.0
3737,2004-04-29,,,,5.885,34225.0,48659.0
3738,2004-04-30,,,,5.837999999999999,38509.0,56595.0
3739,2004-05-03,,,,6.09,19558.0,67303.0
3740,2004-05-04,,,,6.028,12772.0,66078.0
3741,2004-05-05,,,,6.047999999999999,16225.0,65675.0
3742,2004-05-06,,,,6.115,10905.0,63517.0
3743,2004-05-07,,,,5.83,16913.0,64576.0
3744,2004-05-10,,,,5.6,20783.0,64039.0
3745,2004-05-11,,,,5.765,13157.0,61577.0
3746,2004-05-12,,,,5.523,15496.0,63295.0
3747,2004-05-13,,,,5.565,14348.0,61067.0
3748,2004-05-14,,,,5.615,12132.0,60819.0
3749,2004-05-17,,,,5.728,10110.0,60057.0
3750,2004-05-18,,,,5.675,20272.0,60273.0
3751,2004-05-19,,,,5.68,9935.0,59022.0
3752,2004-05-20,,,,5.9270000000000005,15975.0,58272.0
3753,2004-05-21,,,,5.78,8804.0,58653.0
3754,2004-05-24,,,,5.87,10607.0,57026.0
3755,2004-05-25,,,,5.997000000000001,10861.0,56628.0
3756,2004-05-26,,,,6.085,14141.0,56518.0
3757,2004-05-27,,,,6.055,11269.0,56508.0
3758,2004-05-28,,,,6.195,12963.0,54041.0
3759,2004-05-31,,,,6.11,12060.0,53742.0
3760,2004-06-01,,,,,,
3761,2004-06-02,,,,6.055,15474.0,
3762,2004-06-03,,,,5.837999999999999,17828.0,106.0
3763,2004-06-04,,,,5.735,12297.0,53106.0
3764,2004-06-07,,,,5.81,10700.0,50995.0
3765,2004-06-08,,,,5.9,9999.0,50211.0
3766,2004-06-09,,,,5.77,13154.0,48019.0
3767,2004-06-10,,,,5.632999999999999,16724.0,47501.0
3768,2004-06-11,,,,5.747999999999999,11110.0,46642.0
3769,2004-06-14,,,,,,
3770,2004-06-15,,,,5.6579999999999995,9898.0,46849.0
3771,2004-06-16,,,,5.752999999999999,1145.0,12023.0
3772,2004-06-17,,,,5.742999999999999,2114.0,12054.0
3773,2004-06-18,,,,5.943,2382.0,12845.0
3774,2004-06-21,,,,6.002000000000001,1876.0,13534.0
3775,2004-06-22,,,,5.88,3556.0,14154.0
3776,2004-06-23,,,,5.888,8747.0,16075.0
3777,2004-06-24,,,,5.896,6933.0,21403.0
3778,2004-06-25,,,,6.196000000000001,8158.0,23699.0
3779,2004-06-28,,,,6.149,11792.0,27479.0
3780,2004-06-29,,,,5.92,20869.0,33753.0
3781,2004-06-30,,,,5.872999999999999,22905.0,40784.0
3782,2004-07-01,,,,5.795,18814.0,48537.0
3783,2004-07-02,,,,5.952999999999999,10738.0,49414.0
3784,2004-07-05,,,,6.015,11909.0,49778.0
3785,2004-07-06,,,,,,
3786,2004-07-07,,,,5.98,11224.0,49993.0
3787,2004-07-08,,,,6.125,12897.0,49307.0
3788,2004-07-09,,,,6.435,29967.0,50516.0
3789,2004-07-12,,,,6.475,15095.0,53344.0
3790,2004-07-13,,,,6.542000000000001,10268.0,53854.0
3791,2004-07-14,,,,6.392,16049.0,54483.0
3792,2004-07-15,,,,6.612,18159.0,54506.0
3793,2004-07-16,,,,6.662999999999999,14735.0,55967.0
3794,2004-07-19,,,,6.725,10737.0,58058.0
3795,2004-07-20,,,,6.6,10396.0,58756.0
3796,2004-07-21,,,,6.612,14111.0,58538.0
3797,2004-07-22,,,,6.41,16689.0,59081.0
3798,2004-07-23,,,,6.428,9542.0,59171.0
3799,2004-07-26,,,,6.345,14010.0,58961.0
3800,2004-07-27,,,,6.245,13456.0,58345.0
3801,2004-07-28,,,,6.247000000000001,12202.0,57322.0
3802,2004-07-29,,,,6.372999999999999,17370.0,58425.0
3803,2004-07-30,,,,6.355,11890.0,55897.0
3804,2004-08-02,,,,6.56,20857.0,56826.0
3805,2004-08-03,,,,6.62,10267.0,56099.0
3806,2004-08-04,,,,6.685,14679.0,56819.0
3807,2004-08-05,,,,6.737,15089.0,58618.0
3808,2004-08-06,,,,6.75,11285.0,60673.0
3809,2004-08-09,,,,6.775,14931.0,61420.0
3810,2004-08-10,,,,6.737,9688.0,60798.0
